JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,Age,Assignments_Completed
234,20,95,1,5.3,21,2
246,29,91,3,12.1,21,2
192,27,84,3,9.9,20,2
107,16,78,1,3.7,19,3
219,32,98,2,3.3,21,3
150,23,78,4,8.7,15,2
244,23,94,3,10.7,22,1
115,10,77,4,11.3,22,1
108,17,99,1,6.3,15,1
176,25,91,2,10.2,17,3
206,35,98,1,12.5,18,5
237,36,83,2,3.1,17,4
121,10,91,1,9.6,15,2
143,16,79,3,13.3,20,1
292,35,93,3,6.3,17,4
171,29,100,2,5.1,22,2
188,29,75,1,15,15,4
188,20,87,4,10.9,16,2
225,12,92,3,10.7,18,1
177,11,89,1,7.6,19,1
222,26,83,3,6.2,19,3
168,22,100,3,12.9,17,1
117,5,68,2,18.2,20,1
142,17,96,2,5.1,19,2
117,21,92,1,16.3,16,1
162,8,100,3,8.7,16,2
150,28,68,1,10.9,17,3
131,13,73,2,9.6,19,1
195,33,100,3,1.3,19,4
282,24,73,4,0,21,1
283,19,76,5,17.2,21,2
275,24,86,4,3.9,15,2
179,19,86,2,10.7,17,1
193,18,100,1,4.4,15,1
168,17,82,4,5.2,22,1
217,26,81,4,2.3,16,1
165,17,87,2,8.6,20,1
144,16,87,3,14.9,17,1
162,3,88,2,5.4,22,1
176,23,83,4,9.4,20,1
210,22,68,2,10.8,15,2
152,32,74,4,12.7,20,3
113,6,94,3,5.5,16,1
143,1,84,4,2.1,20,1
164,24,81,2,16.2,19,2
185,24,96,3,6.7,17,2
218,14,76,2,11.4,15,1
154,4,81,3,17.7,21,1
232,38,89,4,8.6,20,3
151,30,79,5,14.5,20,3
148,0,84,3,18.3,18,1
198,17,84,3,13.7,20,1
234,40,75,2,14.6,19,4
137,12,84,3,13.7,20,1
186,16,72,2,16.6,22,2
121,13,83,2,12.6,15,1
247,15,100,3,12.8,22,1
144,2,80,2,8.4,22,1
243,35,78,3,6.2,15,4
185,4,84,2,8.5,17,1
184,23,77,2,11.1,21,2
164,27,89,3,11.4,21,1
163,6,82,3,14.4,21,1
122,7,97,2,14.7,18,1
176,31,95,1,6.4,22,4
186,25,84,3,18.9,19,3
220,18,94,3,9.9,19,1
122,26,77,2,12.2,21,4
143,28,83,4,7.3,21,3
246,28,85,1,16.5,17,2
291,21,99,4,8.7,17,2
147,14,96,3,8.5,17,1
105,16,88,3,20,22,1
156,16,92,3,15.7,22,1
189,29,94,3,10.3,22,2
144,3,88,3,7.7,18,1
186,7,74,2,8.9,21,1
191,23,100,3,6.9,22,2
140,12,99,2,15.9,17,1
249,20,87,2,17.3,18,3
174,4,81,3,9.6,18,1
237,25,94,2,15.6,16,1
210,22,92,1,14,17,1
139,23,80,2,5.6,17,2
234,25,76,2,8.4,22,2
218,22,90,4,12.4,19,3
187,31,90,3,13.4,17,2
161,7,90,4,7,18,1
124,20,84,2,9.4,21,2
292,14,89,4,14.9,17,1
115,7,90,5,20,15,1
118,4,81,2,1,19,1
124,23,77,3,16.8,20,1
172,19,82,3,7.3,15,2
118,15,64,1,2.9,18,1
215,13,85,3,8.8,15,1
217,20,94,3,12.6,20,2
144,10,86,2,17.6,18,1
169,23,98,2,17.4,19,1
147,8,80,3,8.4,20,1
230,36,92,2,2,16,3
229,9,95,5,11.4,15,1
117,8,100,2,13.4,19,1
208,38,88,2,6.1,16,5
103,10,70,2,14.3,22,1
108,2,88,2,9.3,18,1
125,17,99,4,10.3,18,1
115,10,78,1,12.7,16,1
151,10,91,2,10.3,20,2
104,4,92,2,1.7,22,1
117,40,90,3,7.5,20,2
192,19,87,2,4.2,19,1
141,0,76,1,15,21,1
160,32,83,2,4.5,16,4
107,20,84,2,7.4,15,1
162,12,92,2,17.8,22,1
208,14,90,2,6.9,22,1
210,29,83,4,12.2,16,1
241,23,94,3,17.2,17,2
112,0,89,1,10,15,1
173,36,88,2,7.2,19,3
172,15,76,3,9.2,22,1
101,27,78,1,11.3,21,3
159,30,92,4,11.8,22,3
239,16,75,4,0,21,1
184,30,65,4,15.9,15,3
177,14,99,3,5.5,18,3
168,2,89,1,10,18,1
188,17,91,4,14.2,18,1
219,27,77,2,9.7,21,3
180,16,92,2,17,15,2
224,21,90,3,12.5,21,5
191,31,70,4,10,18,2
205,23,100,4,17.6,20,3
198,14,87,3,7.1,20,1
183,27,81,2,14.8,19,3
182,22,81,2,17.3,19,1
159,0,64,3,15.7,15,1
246,29,94,3,0,16,2
187,24,88,3,20,16,1
114,15,79,3,8.4,22,1
154,26,95,3,14,19,1
113,8,67,1,12.4,21,1
237,28,83,3,6.2,15,2
129,2,73,2,7.6,19,1
188,24,83,3,13.3,18,2
150,35,83,2,17.2,18,3
227,15,92,2,6.2,19,1
182,13,82,3,7.1,18,1
162,12,75,2,11.6,17,1
106,15,96,3,8.5,20,1
133,7,100,2,12.7,17,1
205,26,88,4,13.9,20,2
186,28,78,4,9.8,22,1
124,20,95,2,7.9,20,1
245,9,75,3,7.6,17,1
125,25,78,3,7.9,16,1
233,33,81,3,13.2,21,3
210,30,76,3,1.5,16,1
177,23,82,3,11.7,22,1
147,19,74,4,10.9,15,1
155,27,83,1,16.9,16,2
207,40,87,2,10.6,21,3
195,13,80,2,7,22,2
170,29,81,1,6.1,20,2
200,21,84,3,1.7,22,5
171,18,92,3,7.4,19,1
167,5,82,2,8.6,21,1
102,11,88,2,13,15,2
239,16,94,4,12.7,22,1
100,9,85,2,5.8,15,1
170,9,97,3,5.2,22,1
140,13,72,3,15.9,19,1
141,13,78,2,6.6,17,3
149,18,99,4,6.9,16,2
136,2,79,2,16.1,15,1
180,7,58,4,7.2,17,1
104,17,78,1,16.1,20,1
102,6,81,3,20,18,2
161,28,59,2,10.9,20,1
113,17,93,3,9.3,22,2
160,24,77,2,10.7,17,2
116,28,84,2,0,17,3
122,12,79,2,8.6,20,2
177,15,72,3,9.2,16,1
178,28,74,2,7.7,18,3
114,19,72,4,12.9,15,1
107,12,90,1,6,20,3
161,31,82,1,8.3,19,2
197,20,81,4,8.1,22,1
195,22,77,2,13,15,1
193,21,97,3,17.8,16,2
112,6,94,2,13.2,21,2
161,19,95,1,8.7,20,1
213,35,91,3,11.8,15,2
197,26,88,4,8.2,16,3
206,23,75,4,10.8,16,2
130,14,79,2,8.3,21,1
224,27,81,4,14.4,15,2
207,29,69,2,8.6,19,1
101,19,90,2,14.1,19,1
213,20,80,3,17.4,15,1
193,24,97,2,10.6,21,1
184,25,93,2,2,18,2
121,6,86,1,18,22,1
215,25,93,1,8.9,17,1
142,0,76,3,6.3,19,1
157,23,100,3,0,16,2
253,32,90,4,11.7,19,3
197,28,89,2,13,22,1
180,16,79,2,15.9,20,1
168,22,75,2,4.2,18,3
215,36,91,4,14,15,4
136,29,84,2,12.3,18,2
204,22,79,3,19.1,17,1
165,20,70,1,5.6,21,3
367,40,84,4,2,19,5
233,11,99,3,5,20,1
237,22,82,4,17.5,16,2
196,34,82,3,6.6,20,2
164,28,97,4,18.6,21,2
200,25,75,1,9.4,16,2
203,8,79,3,8.6,22,1
226,23,80,3,7.8,18,1
131,11,97,3,7.7,20,1
154,21,100,2,10.2,20,3
255,19,96,5,19.1,21,2
233,15,95,3,6.6,15,2
241,6,83,2,8.8,21,1
248,37,100,3,13.8,17,3
117,11,83,2,18.6,15,1
142,18,90,5,2.5,22,1
141,17,81,3,4,19,2
117,5,78,2,7,20,1
129,4,97,2,13.9,18,1
157,9,88,3,20,18,1
256,20,100,4,5.2,16,2
106,17,82,1,8.8,19,2
185,13,77,3,11.8,16,1
167,35,78,2,4.3,22,3
151,27,84,1,5.9,15,2
128,23,75,3,9.6,18,4
177,19,74,5,9.8,18,1
146,31,94,3,10,20,3
150,16,78,3,6.8,17,1
205,22,88,4,14,20,2
187,22,88,2,7.7,22,3
207,29,81,1,14.3,15,3
123,21,95,3,3.7,19,2
170,15,73,2,7.3,17,1
234,20,91,2,12.9,20,2
192,27,88,3,9.4,18,3
183,27,84,3,14.3,19,2
140,13,70,2,2.7,16,1
164,4,92,2,1.8,15,1
117,13,88,2,7,22,1
116,20,74,2,2.7,16,1
186,37,92,1,9.1,18,2
245,15,92,3,5.3,17,2
166,15,72,1,3.8,22,3
118,11,73,3,10.6,22,2
197,34,97,1,9.4,16,2
100,13,83,3,6,18,1
192,13,80,2,6.5,22,1
200,27,78,2,13.6,16,2
190,17,80,3,20,15,2
115,4,76,1,11.5,16,1
239,17,80,3,20,15,1
227,40,71,2,14.5,15,3
173,23,95,2,14.5,20,2
116,16,90,3,13.5,19,1
122,13,69,1,6.4,17,1
152,20,84,1,4.9,16,2
214,25,78,3,7,21,2
167,22,81,2,6.8,20,2
115,16,77,2,7.3,18,1
218,31,83,3,20,19,2
149,18,100,2,10.2,21,1
111,5,76,3,19.9,17,1
131,10,74,2,7.8,22,2
100,0,72,1,20,19,1
205,40,96,1,10.6,16,4
105,22,64,4,7.9,20,2
122,8,74,2,16.3,16,1
176,17,98,3,5,16,3
143,11,85,2,7.7,17,1
196,35,87,3,7.8,19,3
294,17,100,3,5.1,22,2
190,22,88,5,11.7,18,2
160,17,77,3,9.4,22,1
196,29,83,2,9.7,19,1
137,16,71,1,10.5,17,1
177,4,96,4,13.4,15,1
134,14,87,2,16.8,15,2
186,12,96,3,11.6,15,1
196,22,97,3,11.8,18,1
122,28,77,2,14.3,17,1
157,2,74,3,5.8,17,1
181,13,84,2,15.9,15,1
100,8,71,1,11.7,17,1
151,14,84,3,4.3,17,2
109,21,91,2,6,21,1
233,23,86,3,3.1,16,2
120,19,82,3,13.6,18,1
180,14,84,3,5.9,17,2
162,21,91,1,15.6,22,3
150,25,76,2,11.7,20,2
155,11,62,2,11.1,15,2
131,23,86,1,13.4,19,1
126,16,91,3,12.4,19,1
163,28,88,4,12.6,18,4
157,16,77,4,15.2,17,1
235,28,77,3,4.9,16,2
112,14,85,2,11.6,17,3
186,20,86,3,8.8,22,1
162,21,82,3,9.3,15,2
174,24,100,2,9.7,20,3
236,13,79,5,8.8,17,1
137,29,99,3,11.9,21,1
223,7,88,4,2.2,19,1
232,18,71,4,5.5,21,1
236,24,86,3,9.2,21,3
195,25,95,2,12,19,1
161,33,80,2,10.7,18,5
167,2,70,1,7.9,22,1
149,13,81,3,2.6,20,1
139,0,74,2,17.4,21,1
184,21,90,3,6.5,22,1
154,20,90,4,4.4,15,1
209,37,76,2,17.2,18,4
117,16,74,2,11.5,17,2
183,30,92,3,15.3,20,2
181,25,77,1,7.7,16,4
213,19,76,2,11.4,18,1
194,8,74,1,10.4,19,1
319,34,97,3,10.5,15,3
146,4,85,3,6.6,17,1
108,26,74,3,9.5,22,1
126,14,81,2,9.3,15,2
118,26,95,2,9.8,15,2
225,19,78,2,6.5,15,1
125,18,63,2,11.9,22,1
248,28,93,5,0.5,21,2
152,17,82,4,16.5,19,1
232,20,81,3,18.2,16,1
116,18,87,2,19.9,22,2
175,11,92,2,20,22,1
162,8,63,2,6.7,18,1
148,29,76,3,7.4,19,2
198,28,100,2,3.6,21,2
199,22,91,4,15.1,21,1
106,29,86,4,6.9,20,3
199,19,97,3,9.4,16,3
160,30,84,2,9.3,17,2
100,15,87,1,7.6,21,1
209,13,93,3,13.5,21,1
215,40,92,2,0,22,3
128,25,78,2,3.7,18,1
105,13,82,3,13.4,21,1
179,27,79,3,15.5,16,1
177,16,85,2,10.4,17,1
189,28,74,2,8.9,20,2
132,0,74,2,5,18,1
144,8,80,1,16.3,21,1
166,28,75,2,8.6,20,3
125,13,76,1,18.3,17,1
113,16,79,3,8.4,22,3
148,5,86,3,10.8,22,1
143,34,91,3,0.4,22,4
177,31,80,2,17.9,19,1
233,23,100,2,2.3,22,1
120,11,90,2,19.3,17,1
235,34,93,3,16.1,20,3
241,40,90,3,17.8,21,5
178,29,88,2,8.7,21,1
180,40,96,4,15.9,15,3
101,5,91,2,17.7,21,1
245,18,100,5,8.2,19,1
111,4,81,3,8.4,17,1
199,26,91,4,9.5,19,2
182,22,98,2,10.7,18,2
105,12,74,3,1.4,15,1
199,29,83,2,9,15,1
211,34,87,1,5.5,17,5
193,7,94,4,9.1,18,1
170,14,93,2,15.6,19,3
118,22,79,1,7.8,17,2
126,11,67,2,13.9,16,1
147,10,85,2,10.7,17,1
168,28,75,2,8.5,21,3
202,10,72,2,19.6,16,1
222,21,75,4,17.7,15,1
108,17,83,1,6,21,1
192,16,98,4,13.2,17,1
225,31,88,4,12.6,17,3
270,22,92,3,8.1,22,2
137,29,93,3,12.4,15,4
187,20,70,3,7.7,22,2
113,21,85,3,10.9,19,2
209,29,86,3,8.6,20,3
133,10,87,1,14,17,1
216,4,82,3,8.5,18,1
230,27,80,4,3.7,20,2
111,15,82,2,13.6,15,1
241,30,100,3,4.6,19,1
241,23,97,2,9.5,20,1
103,10,75,1,7,15,1
118,33,68,1,9.9,21,4
180,7,69,1,10.1,15,1
105,20,92,3,8.9,19,1
210,17,77,1,3.4,20,1
111,11,77,1,9.5,19,1
107,11,93,1,8.3,19,1
235,17,73,3,11.2,20,1
219,28,100,1,1.5,21,3
235,37,86,3,6.1,20,3
211,27,76,2,9.2,21,3
153,19,81,3,10.8,21,2
185,12,78,2,4.9,18,2
149,22,87,2,13.4,16,3
219,40,81,3,18.6,20,4
106,10,62,2,10.4,20,1
125,12,79,2,4.4,15,1
160,13,71,2,2,21,1
143,13,84,3,10.9,21,1
161,0,72,3,9.9,17,1
266,31,85,2,6.3,16,3
137,9,84,3,11.7,21,1
109,0,78,3,8,17,1
120,22,83,3,11,17,2
184,11,91,3,4.7,17,1
238,22,77,3,5.6,18,2
158,32,83,2,6,18,4
191,8,54,2,10.9,16,1
231,10,90,3,0,22,1
141,19,79,3,7.9,19,4
245,36,79,5,8,18,4
141,3,85,3,14.2,15,1
225,28,99,2,9.9,16,1
122,21,77,1,10,15,1
289,10,83,5,12.8,17,2
192,28,87,2,11.3,15,3
170,27,71,3,10.9,18,2
184,18,79,2,9.6,15,2
246,37,100,4,18.2,17,4
197,32,86,3,10.4,21,3
150,19,65,2,12.2,17,1
117,11,64,1,10.7,18,3
187,12,87,3,4.6,16,1
129,15,90,2,0,19,1
109,19,65,3,7.2,20,1
148,14,87,3,16.6,16,1
157,0,96,2,11.9,21,1
132,28,100,2,7.4,19,2
139,18,85,2,7.9,20,1
141,13,87,2,5.3,22,1
193,29,65,2,10.3,22,3
122,29,100,2,12.4,18,2
215,0,81,2,0.6,18,1
123,19,72,3,10.2,18,2
107,1,78,2,15.9,17,1
247,30,100,2,1.7,16,3
129,17,100,2,18.1,19,1
218,29,88,3,20,21,1
189,16,95,3,5.9,16,1
157,1,84,3,5.5,22,1
175,16,75,3,7.9,19,2
127,19,95,3,17.2,22,2
185,30,79,3,10.2,22,3
106,3,95,1,12.1,15,1
187,30,97,2,12.6,16,2
122,9,87,1,3.3,15,1
159,22,100,4,15.5,21,2
114,10,100,4,9,18,1
104,15,78,3,4.6,21,1
212,31,79,4,7.6,17,2
245,14,71,3,2.9,17,1
106,8,100,2,7.8,22,1
131,18,77,1,8.3,22,1
114,36,91,2,8.8,20,5
220,16,80,2,6.4,16,1
103,32,94,2,12.7,15,2
225,40,81,3,16.1,15,2
122,14,70,4,5.7,22,1
190,18,83,3,3.9,19,2
176,13,79,3,8.7,21,1
215,22,93,2,12.3,16,4
167,6,83,4,18,22,1
130,15,87,2,10,16,1
274,40,88,3,15.8,15,3
275,22,84,3,16.5,20,1
196,19,80,2,9.9,20,2
211,7,100,3,13.5,15,1
153,21,85,1,8.4,20,1
198,24,67,1,10.5,22,1
245,26,84,3,12.3,17,2
238,23,89,4,18,16,1
157,16,100,3,14.5,22,1
141,21,92,2,14.5,17,2
152,17,74,1,16.5,18,2
155,21,100,3,11.9,18,1
150,20,82,2,16.1,21,3
214,33,99,3,10.4,15,2
104,20,69,2,9.5,22,1
153,20,60,3,14.4,19,2
211,36,73,3,7.4,15,3
194,25,55,3,16.7,16,3
135,28,100,2,16.1,15,2
175,25,86,2,10.6,22,1
236,8,79,2,5.8,22,2
160,30,88,1,5.7,17,4
142,18,84,2,2.1,15,1
162,18,89,4,12,17,2
197,24,97,3,10.4,18,4
103,11,77,2,16,21,1
144,19,74,2,16.7,20,2
227,19,95,4,8.2,17,3
211,34,94,3,13.6,20,4
233,23,89,4,3,16,2
138,13,100,1,17.9,15,1
116,6,77,1,8.1,22,1
190,23,77,2,15,16,2
145,19,86,1,14.5,22,3
138,20,76,1,7.6,17,1
287,20,96,3,12.2,17,1
103,0,72,1,13.4,17,1
172,25,80,1,14.2,17,1
186,34,100,4,0.7,17,2
273,18,87,2,12.1,15,1
230,39,80,3,9.1,19,3
139,19,93,2,11.4,16,1
142,17,72,4,9.2,18,1
187,17,79,4,13,21,1
189,8,91,2,10.9,18,1
176,29,93,2,8,21,1
167,12,95,4,14.5,16,1
193,14,78,1,4.2,15,1
135,25,87,2,4.3,16,2
185,3,81,2,6.8,22,3
148,4,77,2,9.9,22,1
220,23,99,3,20,17,2
194,24,80,3,7.6,19,1
157,23,86,3,12.2,22,3
152,15,84,2,11.5,16,1
222,40,77,3,19.2,20,4
136,14,91,2,7.9,21,1
116,13,86,2,18,21,2
176,13,66,3,9.4,15,2
144,18,85,2,5.7,17,3
235,30,81,2,11.7,16,1
151,29,93,2,4,21,3
143,4,69,2,14.1,16,1
243,23,85,3,6.2,22,3
233,29,91,4,16,17,1
154,23,84,2,4.9,15,2
141,17,89,2,5.9,19,1
168,24,70,3,7.7,19,2
109,7,96,2,12.7,17,1
159,32,88,2,17.3,18,2
120,24,94,3,12.6,22,1
227,12,96,3,3.7,15,1
177,10,84,3,9.3,18,1
220,14,75,2,17.4,20,1
216,29,82,5,15.3,21,2
156,6,98,2,3.8,22,1
239,22,100,1,6.8,18,2
162,23,78,3,16.4,18,4
149,17,56,2,19.3,15,2
263,29,88,3,12.2,21,1
161,9,81,2,19.6,18,1
148,23,80,4,11.1,17,2
109,9,85,2,0,22,1
156,15,91,3,18.3,16,1
157,20,93,3,11.1,21,1
191,22,90,3,3.1,21,1
155,18,66,4,6.4,17,1
119,8,78,2,11.3,16,1
124,13,100,1,11.3,19,1
120,15,84,3,16.5,18,2
169,7,87,3,11.4,19,1
118,11,84,2,9.3,21,1
164,22,88,3,4.4,19,4
141,5,60,2,13.5,21,1
139,27,80,2,11.3,22,3
244,37,88,3,14.1,15,3
154,7,95,2,9.1,18,2
243,38,89,4,5.2,22,4
220,22,72,1,6.3,19,4
186,24,89,5,15.8,16,2
176,15,77,3,9.2,16,1
172,28,73,1,13.5,20,2
251,30,81,3,4,15,3
106,7,85,2,11.5,19,1
141,6,94,3,18.1,19,1
119,2,85,1,11.7,19,1
126,17,87,2,8.2,20,1
235,30,93,3,8.1,20,2
168,25,85,2,12.7,15,4
170,18,91,2,13,18,2
135,6,59,3,15.5,22,1
203,16,87,1,11.7,22,1
168,30,74,3,14.4,19,4
203,18,97,3,4.7,20,1
172,21,83,2,14.6,19,2
223,14,88,3,8.8,17,1
117,18,66,3,10.3,16,1
218,19,97,2,4.7,20,2
116,24,87,2,5,18,2
174,27,90,2,6.4,18,2
216,19,79,4,7.7,18,2
131,15,74,3,15.8,19,1
114,10,83,1,16.1,17,2
284,16,85,4,13.1,18,2
182,12,89,3,6.1,15,1
119,17,60,4,10.2,21,1
248,29,84,3,4.7,15,2
109,16,97,2,5.6,20,1
231,22,92,4,13.1,16,3
185,29,87,3,9.7,17,1
145,18,100,4,10.4,18,2
227,30,65,4,11.1,17,3
138,1,74,2,13.1,15,1
181,0,81,1,3.9,20,1
153,20,91,2,9.9,18,1
133,3,90,1,10.4,19,1
117,13,73,2,14.7,15,1
208,20,96,4,6.2,16,3
171,34,80,2,15.2,18,3
134,20,93,3,8.1,21,1
113,16,71,2,8.2,16,1
103,21,79,2,12.9,20,1
163,22,79,3,8.5,22,1
175,16,94,3,9,17,1
213,33,82,3,9.8,16,2
122,5,81,2,10.5,21,1
237,28,93,2,9,16,3
214,9,92,2,8.9,21,1
100,15,88,4,10.5,21,1
194,23,88,4,15.4,19,2
104,29,76,1,11.5,16,3
141,3,79,1,9,19,1
111,9,81,2,10.2,16,1
165,26,86,3,5.2,19,1
193,24,84,2,6.6,15,5
116,16,81,3,15.1,19,3
240,16,74,3,10.1,15,1
133,11,88,2,12,15,1
237,36,90,4,9.3,20,3
150,17,92,2,10.3,18,1
243,29,89,3,6.1,15,2
169,18,67,3,9.1,18,1
131,5,78,2,4.2,19,1
221,32,85,5,8.2,20,2
150,22,90,3,14.5,17,1
211,40,67,3,12,22,3
116,6,81,2,7.5,18,2
165,26,89,3,18.3,20,3
238,13,82,3,16.2,17,2
151,19,84,3,10.2,22,1
204,31,80,2,4.8,20,3
108,0,73,3,4,19,1
218,21,83,3,10.6,18,1
237,20,81,5,3.9,21,1
158,12,90,5,9.8,22,1
167,22,77,3,17.9,19,1
239,35,80,3,9.3,17,2
134,15,99,1,13.6,19,2
243,27,98,4,4.5,17,3
176,21,67,3,10.1,15,2
177,20,77,3,16.5,17,3
255,16,92,5,16.8,17,2
198,32,89,2,9.8,15,3
101,16,66,1,20,18,2
251,30,100,3,11.8,16,2
142,10,90,3,9.2,18,1
121,11,86,3,16,16,2
154,16,96,2,5.1,15,3
159,4,88,3,4.1,18,1
187,5,89,1,15,19,1
138,11,97,1,11.9,20,1
244,30,99,3,4.1,21,1
173,14,76,2,10,19,1
239,16,94,4,16.4,18,3
144,10,76,3,11,19,1
304,26,97,5,12.9,15,1
170,16,89,2,4.4,19,1
209,40,73,3,6.5,20,3
133,26,81,3,12,22,4
130,25,84,2,9.7,22,3
206,33,82,4,16.3,20,4
169,10,87,3,13.9,22,2
231,13,95,1,1.4,22,2
197,11,85,4,9.5,19,1
224,36,90,4,4.7,16,2
138,12,95,3,9.2,20,2
110,3,85,1,4,16,2
222,20,89,2,19.7,17,2
205,20,77,2,10.6,22,2
185,23,91,2,1.5,15,1
178,22,88,4,5.1,19,2
192,14,98,3,3,15,1
148,24,83,2,10.3,15,2
121,9,64,3,13.3,22,1
104,12,64,3,16,16,1
287,35,98,1,14.4,20,2
236,19,83,2,5.2,21,1
194,16,90,1,7.1,19,1
178,25,86,3,10.3,21,1
247,18,87,3,6.6,22,1
186,17,84,3,9.1,17,1
237,30,80,1,4.4,18,1
227,40,87,3,4.5,21,4
112,20,75,3,16.1,22,1
158,23,80,4,8.8,22,1
191,26,82,3,18.3,17,2
144,7,80,1,9.6,16,1
160,19,92,4,7,17,1
244,25,87,4,15.9,16,3
206,25,96,3,11.8,16,3
237,26,100,1,9.3,21,3
191,24,93,4,8.6,15,1
114,12,86,2,12.1,20,1
147,18,86,3,16.3,19,1
208,11,95,3,9.9,22,1
153,15,84,4,18.7,18,3
150,30,92,2,11.4,22,3
102,16,86,2,13,16,1
128,16,78,4,11.2,16,1
196,39,94,2,12.6,22,2
174,7,85,3,17.7,21,1
120,5,80,2,12.4,21,1
145,33,78,1,5.5,22,4
285,29,93,3,2.3,15,4
181,18,94,3,0,18,3
162,8,92,4,1.5,16,1
230,28,91,4,15.5,19,2
200,27,92,2,11.8,21,2
183,10,97,2,10,21,1
251,25,88,3,9.6,19,2
163,16,73,1,9.7,15,2
108,16,92,2,0,16,1
159,8,78,2,15.7,18,1
130,27,75,3,14.1,15,1
175,28,67,1,1.6,15,1
184,17,90,2,13,21,3
205,20,71,2,7.6,17,2
102,12,73,3,5.5,22,1
189,14,91,2,7.3,15,1
189,17,92,3,8.8,17,1
125,13,75,2,5.7,22,1
114,29,79,3,15.2,21,2
100,22,71,3,13.3,21,1
252,35,84,3,6.4,17,5
194,25,88,2,20,20,4
179,10,80,1,2.7,16,2
120,15,79,2,9,19,1
126,24,67,3,9.7,22,2
157,7,94,1,18.5,18,2
145,23,87,1,16.9,20,1
171,40,92,3,12.1,22,4
206,32,99,3,5.5,15,2
220,36,79,2,20,22,3
220,25,84,2,5.5,22,4
119,24,63,1,12.4,20,3
145,11,100,4,11.4,16,1
192,28,84,1,8.5,22,3
114,21,90,3,9.3,18,1
109,17,68,2,14.3,15,1
179,32,94,4,6.7,19,2
136,12,100,2,20,19,1
222,22,87,3,11.8,17,1
192,22,76,1,9,17,2
277,19,89,1,10.6,21,1
230,26,67,3,18.7,18,2
196,6,85,1,5.9,15,1
190,30,93,2,16.2,17,3
225,24,87,4,9.8,16,1
148,13,80,3,9.5,20,1
191,13,90,2,9.7,22,1
192,19,91,1,3.8,20,1
106,20,64,3,11,22,1
126,21,82,3,8.3,20,2
165,12,100,2,10.4,21,1
126,8,69,1,7.4,17,1
173,25,83,2,2.9,18,2
124,9,100,3,9.8,22,1
202,22,97,4,5.7,16,2
157,19,78,1,2.7,19,2
165,22,86,1,3.1,16,3
217,31,87,5,11.5,20,2
175,8,77,2,4.7,18,1
119,0,80,2,9.3,19,1
183,15,82,2,4.2,15,2
180,36,86,3,7,18,3
193,39,78,4,8.4,17,4
202,38,74,3,7.5,18,4
174,18,84,4,8.7,18,1
243,9,100,3,7.7,18,1
212,1,87,2,10.4,19,1
209,17,83,3,10.9,18,3
127,14,88,3,1.5,15,1
239,37,87,3,6.8,18,4
216,31,100,2,12.5,17,1
214,25,87,3,11,21,2
233,16,95,3,3.9,20,2
178,11,77,2,13.7,16,1
167,21,89,2,17.6,19,2
198,28,88,2,16.9,17,2
210,26,86,2,18.4,15,1
140,7,77,1,17,22,1
186,26,79,4,15.9,18,2
138,20,85,3,3.3,19,2
106,4,86,2,11,20,1
132,9,80,2,12.3,19,1
214,29,90,1,16.9,19,1
206,20,86,2,10.4,20,2
219,38,88,3,18.4,22,3
135,21,80,3,12.3,20,1
212,18,87,3,0,17,1
155,18,100,3,6.8,20,2
229,25,91,4,10.5,21,2
224,17,94,2,5.9,21,1
182,12,89,4,12.6,16,2
150,24,80,2,14.3,16,1
242,33,100,2,0.5,20,3
152,23,80,1,16.1,15,1
167,33,94,1,11.9,20,4
152,13,80,3,8.7,17,1
215,38,78,2,14.3,17,3
121,7,84,1,7.2,17,1
235,15,78,4,10.9,20,1
146,1,88,3,6.9,22,1
225,20,76,4,6.4,18,3
179,15,82,3,11.2,17,1
172,24,71,2,1.3,17,4
148,20,100,2,13.7,19,1
247,15,73,3,2.3,20,1
158,15,83,2,4.2,20,3
157,15,94,1,1.1,21,1
150,1,93,2,9.4,19,1
140,8,90,4,14.4,21,1
181,13,82,2,0,19,3
111,27,93,3,12.4,17,2
113,16,89,2,14.8,17,1
198,28,88,3,10.7,20,3
131,2,84,3,15.5,19,2
180,31,82,3,7.2,22,2
108,26,72,2,13.8,15,3
199,4,98,4,11.2,15,1
208,16,99,3,4.7,16,2
228,29,79,4,6.2,18,4
177,26,83,1,9.9,18,3
105,8,79,2,9.9,16,1
128,13,81,2,10.4,21,1
103,8,80,1,13,19,1
156,19,92,3,10.2,19,2
238,36,81,1,6.8,17,4
213,16,79,2,10.2,22,1
161,28,95,1,8,21,4
237,18,84,4,13.6,18,1
267,20,78,3,12.1,17,3
119,22,76,4,14.3,17,3
188,29,82,3,12.7,18,3
176,27,99,3,3.4,19,2
213,11,95,2,5.9,21,1
151,13,94,1,15.7,22,1
143,24,90,3,8.1,15,4
104,14,89,2,12.7,19,1
230,14,81,2,12.9,19,1
131,20,80,1,18,22,2
166,12,74,2,5.1,22,1
211,39,85,4,16.6,17,3
189,35,92,5,10.1,17,3
129,21,83,2,15.3,21,1
201,34,98,3,5.7,17,4
145,18,72,2,12,18,1
150,25,88,1,10.9,18,2
243,39,77,4,9.8,16,2
222,26,88,5,7.9,17,4
240,23,95,2,9.2,18,1
130,0,80,2,10.7,16,1
101,13,85,2,13.4,21,1
212,30,78,2,17.6,20,2
157,27,67,4,15.9,17,2
209,27,92,1,5.9,17,1
